variable,horizon,lower,median,upper,model
investment,17,-0.2758,0.1499,0.561,bayesian_td4
investment,18,-0.2407,0.1715,0.5997,bayesian_td4
investment,19,-0.2195,0.1784,0.6081,bayesian_td4
investment,20,-0.2034,0.1817,0.6054,bayesian_td4
investment,21,-0.2042,0.1733,0.5952,bayesian_td4
investment,22,-0.2178,0.167,0.5683,bayesian_td4
investment,23,-0.232,0.1443,0.5223,bayesian_td4
investment,24,-0.2557,0.1084,0.474,bayesian_td4
investment,25,-0.276,0.0702,0.4359,bayesian_td4
investment,26,-0.2883,0.0298,0.4007,bayesian_td4
investment,27,-0.3072,-0.0019,0.3626,bayesian_td4
investment,28,-0.3242,-0.0318,0.3152,bayesian_td4
investment,29,-0.3549,-0.0658,0.2693,bayesian_td4
investment,30,-0.3798,-0.0911,0.225,bayesian_td4
investment,31,-0.4088,-0.1163,0.1972,bayesian_td4
investment,32,-0.4248,-0.1342,0.1633,bayesian_td4
investment,33,-0.4483,-0.1608,0.1324,bayesian_td4
investment,34,-0.4663,-0.1808,0.1021,bayesian_td4
investment,35,-0.4843,-0.1972,0.0796,bayesian_td4
investment,36,-0.4893,-0.2103,0.0603,bayesian_td4
investment,37,-0.4964,-0.2198,0.0479,bayesian_td4
investment,38,-0.5078,-0.2264,0.0333,bayesian_td4
investment,39,-0.5087,-0.2323,0.0243,bayesian_td4
investment,40,-0.5075,-0.2365,0.0208,bayesian_td4
consumption,1,-0.1593,-0.1234,-0.0903,bayesian_td4
consumption,2,-0.218,-0.1811,-0.1439,bayesian_td4
consumption,3,-0.2511,-0.2112,-0.1677,bayesian_td4
consumption,4,-0.275,-0.2264,-0.1783,bayesian_td4
consumption,5,-0.2895,-0.2305,-0.1766,bayesian_td4
consumption,6,-0.2949,-0.2291,-0.1678,bayesian_td4
consumption,7,-0.2944,-0.2214,-0.1552,bayesian_td4
consumption,8,-0.2885,-0.2085,-0.1352,bayesian_td4
consumption,9,-0.2834,-0.1944,-0.1137,bayesian_td4
consumption,10,-0.2775,-0.1798,-0.0938,bayesian_td4
consumption,11,-0.2682,-0.1625,-0.0685,bayesian_td4
consumption,12,-0.2579,-0.1467,-0.0435,bayesian_td4
consumption,13,-0.2481,-0.1298,-0.0212,bayesian_td4
consumption,14,-0.2382,-0.1145,-0.0016,bayesian_td4
consumption,15,-0.2318,-0.1011,0.0162,bayesian_td4
consumption,16,-0.2259,-0.0886,0.0307,bayesian_td4
consumption,17,-0.2234,-0.0812,0.0451,bayesian_td4
consumption,18,-0.2173,-0.075,0.0541,bayesian_td4
consumption,19,-0.2148,-0.0702,0.0635,bayesian_td4
consumption,20,-0.2147,-0.0663,0.069,bayesian_td4
consumption,21,-0.2148,-0.0641,0.0742,bayesian_td4
consumption,22,-0.2147,-0.0637,0.0783,bayesian_td4
consumption,23,-0.217,-0.0665,0.0792,bayesian_td4
consumption,24,-0.2163,-0.07,0.0802,bayesian_td4
consumption,25,-0.2216,-0.073,0.0772,bayesian_td4
consumption,26,-0.2294,-0.0753,0.0751,bayesian_td4
consumption,27,-0.2341,-0.0801,0.0728,bayesian_td4
consumption,28,-0.2404,-0.085,0.068,bayesian_td4
consumption,29,-0.2454,-0.0905,0.0621,bayesian_td4
consumption,30,-0.2525,-0.0941,0.0578,bayesian_td4
consumption,31,-0.2611,-0.0992,0.0542,bayesian_td4
consumption,32,-0.2664,-0.1037,0.0483,bayesian_td4
consumption,33,-0.2711,-0.1093,0.0404,bayesian_td4
consumption,34,-0.2754,-0.1142,0.0379,bayesian_td4
consumption,35,-0.2801,-0.1169,0.0335,bayesian_td4
consumption,36,-0.2873,-0.123,0.0277,bayesian_td4
consumption,37,-0.2949,-0.127,0.0232,bayesian_td4
consumption,38,-0.2984,-0.1294,0.0198,bayesian_td4
consumption,39,-0.3017,-0.1334,0.0186,bayesian_td4
consumption,40,-0.3055,-0.1374,0.0153,bayesian_td4
hours_worked,1,-0.4481,-0.4035,-0.3573,bayesian_td4
hours_worked,2,-0.4882,-0.4438,-0.3983,bayesian_td4
hours_worked,3,-0.5066,-0.456,-0.4034,bayesian_td4
hours_worked,4,-0.5075,-0.4486,-0.3882,bayesian_td4
hours_worked,5,-0.4966,-0.4309,-0.3593,bayesian_td4
hours_worked,6,-0.4755,-0.3978,-0.3235,bayesian_td4
hours_worked,7,-0.4454,-0.358,-0.2795,bayesian_td4
hours_worked,8,-0.4115,-0.3166,-0.2297,bayesian_td4
hours_worked,9,-0.3746,-0.2723,-0.1829,bayesian_td4
hours_worked,10,-0.3336,-0.2287,-0.1308,bayesian_td4
hours_worked,11,-0.2946,-0.1854,-0.0845,bayesian_td4
hours_worked,12,-0.2586,-0.1428,-0.0414,bayesian_td4
hours_worked,13,-0.2205,-0.1042,-3e-04,bayesian_td4
hours_worked,14,-0.1877,-0.0686,0.0366,bayesian_td4
hours_worked,15,-0.1601,-0.037,0.0669,bayesian_td4
hours_worked,16,-0.1337,-0.0092,0.0958,bayesian_td4
hours_worked,17,-0.111,0.014,0.1189,bayesian_td4
hours_worked,18,-0.0956,0.0316,0.1373,bayesian_td4
hours_worked,19,-0.0817,0.0436,0.1519,bayesian_td4
hours_worked,20,-0.0703,0.054,0.1665,bayesian_td4
hours_worked,21,-0.0631,0.0593,0.1722,bayesian_td4
hours_worked,22,-0.058,0.0629,0.1793,bayesian_td4
hours_worked,23,-0.058,0.0657,0.1783,bayesian_td4
hours_worked,24,-0.0559,0.0629,0.174,bayesian_td4
hours_worked,25,-0.0561,0.0615,0.1707,bayesian_td4
hours_worked,26,-0.061,0.0555,0.1622,bayesian_td4
hours_worked,27,-0.0661,0.048,0.1555,bayesian_td4
hours_worked,28,-0.071,0.0389,0.1478,bayesian_td4
hours_worked,29,-0.0794,0.0318,0.1391,bayesian_td4
hours_worked,30,-0.0842,0.0227,0.1276,bayesian_td4
hours_worked,31,-0.0891,0.0159,0.1184,bayesian_td4
hours_worked,32,-0.0964,0.0078,0.1107,bayesian_td4
hours_worked,33,-0.1023,-3e-04,0.1023,bayesian_td4
hours_worked,34,-0.1067,-0.0062,0.095,bayesian_td4
hours_worked,35,-0.1099,-0.0138,0.0879,bayesian_td4
hours_worked,36,-0.1173,-0.0193,0.0805,bayesian_td4
hours_worked,37,-0.1241,-0.0244,0.0747,bayesian_td4
hours_worked,38,-0.1314,-0.0291,0.0696,bayesian_td4
hours_worked,39,-0.1358,-0.0333,0.0646,bayesian_td4
hours_worked,40,-0.1395,-0.0382,0.0597,bayesian_td4
unemployment,1,0.2352,0.2512,0.2669,bayesian_td4
unemployment,2,0.3097,0.3274,0.3457,bayesian_td4
unemployment,3,0.3295,0.3513,0.3733,bayesian_td4
unemployment,4,0.3297,0.3559,0.3833,bayesian_td4
unemployment,5,0.3187,0.3485,0.382,bayesian_td4
unemployment,6,0.298,0.3322,0.3726,bayesian_td4
unemployment,7,0.2724,0.3096,0.3549,bayesian_td4
unemployment,8,0.2424,0.2822,0.3305,bayesian_td4
unemployment,9,0.2102,0.2527,0.3041,bayesian_td4
unemployment,10,0.1761,0.2221,0.2757,bayesian_td4
unemployment,11,0.1417,0.1901,0.2438,bayesian_td4
unemployment,12,0.109,0.1573,0.2138,bayesian_td4
unemployment,13,0.0775,0.1266,0.1855,bayesian_td4
unemployment,14,0.0492,0.0982,0.1596,bayesian_td4
unemployment,15,0.0235,0.0718,0.1348,bayesian_td4
unemployment,16,-0.0019,0.0502,0.1108,bayesian_td4
unemployment,17,-0.0218,0.0306,0.0911,bayesian_td4
unemployment,18,-0.0397,0.0138,0.0739,bayesian_td4
unemployment,19,-0.0551,-5e-04,0.0592,bayesian_td4
unemployment,20,-0.0657,-0.0113,0.046,bayesian_td4
unemployment,21,-0.0758,-0.0212,0.0345,bayesian_td4
unemployment,22,-0.0806,-0.0282,0.0264,bayesian_td4
unemployment,23,-0.0863,-0.0331,0.0189,bayesian_td4
unemployment,24,-0.0858,-0.0365,0.0133,bayesian_td4
unemployment,25,-0.0862,-0.039,0.0099,bayesian_td4
unemployment,26,-0.0866,-0.0389,0.0075,bayesian_td4
unemployment,27,-0.0837,-0.0385,0.0055,bayesian_td4
unemployment,28,-0.0816,-0.0362,0.0045,bayesian_td4
unemployment,29,-0.0787,-0.0337,0.0053,bayesian_td4
unemployment,30,-0.0756,-0.0312,0.0049,bayesian_td4
unemployment,31,-0.0712,-0.0278,0.0071,bayesian_td4
unemployment,32,-0.0668,-0.0247,0.0088,bayesian_td4
unemployment,33,-0.0627,-0.0232,0.0107,bayesian_td4
unemployment,34,-0.0584,-0.0193,0.0125,bayesian_td4
unemployment,35,-0.0543,-0.0169,0.0149,bayesian_td4
unemployment,36,-0.0517,-0.0144,0.017,bayesian_td4
unemployment,37,-0.0479,-0.013,0.0188,bayesian_td4
unemployment,38,-0.0447,-0.011,0.0209,bayesian_td4
unemployment,39,-0.0429,-0.0097,0.0214,bayesian_td4
unemployment,40,-0.0416,-0.0089,0.0217,bayesian_td4
labor_share,1,0.2803,0.3473,0.4184,bayesian_td4
labor_share,2,0.1432,0.198,0.2553,bayesian_td4
labor_share,3,0.0518,0.1042,0.1566,bayesian_td4
labor_share,4,-0.0335,0.0202,0.0722,bayesian_td4
labor_share,5,-0.1012,-0.047,0.0026,bayesian_td4
labor_share,6,-0.1535,-0.1007,-0.0514,bayesian_td4
labor_share,7,-0.1949,-0.1416,-0.0926,bayesian_td4
labor_share,8,-0.2235,-0.1704,-0.1191,bayesian_td4
labor_share,9,-0.2437,-0.19,-0.1362,bayesian_td4
labor_share,10,-0.2539,-0.1994,-0.1463,bayesian_td4
labor_share,11,-0.2569,-0.2022,-0.1453,bayesian_td4
labor_share,12,-0.2603,-0.1991,-0.1411,bayesian_td4
labor_share,13,-0.2519,-0.1909,-0.1319,bayesian_td4
labor_share,14,-0.2402,-0.1782,-0.1195,bayesian_td4
labor_share,15,-0.2255,-0.1634,-0.1049,bayesian_td4
labor_share,16,-0.2112,-0.1481,-0.0862,bayesian_td4
labor_share,17,-0.1945,-0.1297,-0.068,bayesian_td4
labor_share,18,-0.1757,-0.1116,-0.0496,bayesian_td4
labor_share,19,-0.1585,-0.0933,-0.0327,bayesian_td4
labor_share,20,-0.1419,-0.0749,-0.0151,bayesian_td4
labor_share,21,-0.1247,-0.0593,4e-04,bayesian_td4
labor_share,22,-0.1101,-0.0442,0.0155,bayesian_td4
labor_share,23,-0.0968,-0.03,0.0284,bayesian_td4
labor_share,24,-0.0851,-0.019,0.0378,bayesian_td4
labor_share,25,-0.0748,-0.0102,0.0467,bayesian_td4
labor_share,26,-0.0652,-0.003,0.0558,bayesian_td4
labor_share,27,-0.0579,0.004,0.0619,bayesian_td4
labor_share,28,-0.0507,0.0085,0.0668,bayesian_td4
labor_share,29,-0.0447,0.0136,0.0693,bayesian_td4
labor_share,30,-0.0396,0.0157,0.0708,bayesian_td4
labor_share,31,-0.0371,0.0185,0.0711,bayesian_td4
labor_share,32,-0.0357,0.0194,0.072,bayesian_td4
labor_share,33,-0.0346,0.0175,0.0691,bayesian_td4
labor_share,34,-0.0336,0.0156,0.0675,bayesian_td4
labor_share,35,-0.0339,0.0146,0.0665,bayesian_td4
labor_share,36,-0.0356,0.013,0.0635,bayesian_td4
labor_share,37,-0.0365,0.0112,0.0612,bayesian_td4
labor_share,38,-0.0389,0.0092,0.0579,bayesian_td4
labor_share,39,-0.0409,0.0072,0.0541,bayesian_td4
labor_share,40,-0.0419,0.0054,0.0515,bayesian_td4
interest,1,-0.0569,-0.0389,-0.0217,bayesian_td4
interest,2,-0.0756,-0.0576,-0.0391,bayesian_td4
interest,3,-0.0859,-0.0678,-0.0496,bayesian_td4
interest,4,-0.0936,-0.0744,-0.0553,bayesian_td4
interest,5,-0.0994,-0.0776,-0.0573,bayesian_td4
interest,6,-0.103,-0.0785,-0.0569,bayesian_td4
interest,7,-0.1035,-0.0772,-0.055,bayesian_td4
interest,8,-0.1016,-0.0735,-0.0514,bayesian_td4
interest,9,-0.0987,-0.069,-0.0458,bayesian_td4
interest,10,-0.0937,-0.0639,-0.0401,bayesian_td4
interest,11,-0.0878,-0.058,-0.0339,bayesian_td4
interest,12,-0.0819,-0.0518,-0.0266,bayesian_td4
interest,13,-0.0756,-0.0454,-0.02,bayesian_td4
interest,14,-0.0695,-0.0392,-0.0139,bayesian_td4
interest,15,-0.0636,-0.0327,-0.0076,bayesian_td4
interest,16,-0.0573,-0.0269,-0.0017,bayesian_td4
interest,17,-0.0517,-0.0223,0.0035,bayesian_td4
interest,18,-0.0477,-0.0175,0.0083,bayesian_td4
interest,19,-0.0432,-0.0132,0.0119,bayesian_td4
interest,20,-0.0382,-0.0096,0.0156,bayesian_td4
interest,21,-0.035,-0.0068,0.0179,bayesian_td4
interest,22,-0.0327,-0.0049,0.0199,bayesian_td4
interest,23,-0.0304,-0.0031,0.0207,bayesian_td4
interest,24,-0.0286,-0.0025,0.0212,bayesian_td4
interest,25,-0.027,-0.0018,0.0216,bayesian_td4
interest,26,-0.0265,-0.0016,0.0215,bayesian_td4
interest,27,-0.0259,-0.0012,0.0216,bayesian_td4
interest,28,-0.0253,-0.0015,0.021,bayesian_td4
interest,29,-0.0254,-0.0017,0.0203,bayesian_td4
interest,30,-0.0259,-0.002,0.0189,bayesian_td4
interest,31,-0.0255,-0.0033,0.0178,bayesian_td4
interest,32,-0.0253,-0.0042,0.0164,bayesian_td4
interest,33,-0.0257,-0.0048,0.0149,bayesian_td4
interest,34,-0.026,-0.0053,0.0129,bayesian_td4
interest,35,-0.0267,-0.0062,0.0119,bayesian_td4
interest,36,-0.0272,-0.0069,0.0109,bayesian_td4
interest,37,-0.0275,-0.0074,0.0098,bayesian_td4
interest,38,-0.0276,-0.0081,0.0088,bayesian_td4
interest,39,-0.0283,-0.0087,0.0077,bayesian_td4
interest,40,-0.0284,-0.0094,0.0072,bayesian_td4
inflation,1,0.0061,0.028,0.0501,bayesian_td4
inflation,2,-0.0088,0.0069,0.0227,bayesian_td4
inflation,3,-0.0231,-0.008,0.0068,bayesian_td4
inflation,4,-0.0332,-0.0178,-0.0038,bayesian_td4
inflation,5,-0.0401,-0.024,-0.0101,bayesian_td4
inflation,6,-0.0442,-0.0277,-0.0135,bayesian_td4
inflation,7,-0.0459,-0.0298,-0.0147,bayesian_td4
inflation,8,-0.0468,-0.0304,-0.015,bayesian_td4
inflation,9,-0.0474,-0.0298,-0.0141,bayesian_td4
inflation,10,-0.0454,-0.0284,-0.0128,bayesian_td4
inflation,11,-0.044,-0.0267,-0.0108,bayesian_td4
inflation,12,-0.0422,-0.0247,-0.0083,bayesian_td4
inflation,13,-0.0395,-0.023,-0.006,bayesian_td4
inflation,14,-0.0376,-0.0205,-0.004,bayesian_td4
inflation,15,-0.0356,-0.018,-0.0017,bayesian_td4
inflation,16,-0.0331,-0.0157,0,bayesian_td4
inflation,17,-0.0312,-0.0139,0.0019,bayesian_td4
inflation,18,-0.0294,-0.0122,0.0031,bayesian_td4
inflation,19,-0.0274,-0.0106,0.0052,bayesian_td4
inflation,20,-0.0257,-0.0091,0.0061,bayesian_td4
inflation,21,-0.024,-0.008,0.0067,bayesian_td4
inflation,22,-0.0229,-0.0071,0.0072,bayesian_td4
inflation,23,-0.0217,-0.0064,0.008,bayesian_td4
inflation,24,-0.0205,-0.0058,0.0083,bayesian_td4
inflation,25,-0.0196,-0.0054,0.0085,bayesian_td4
inflation,26,-0.019,-0.0054,0.0082,bayesian_td4
inflation,27,-0.0184,-0.0053,0.0078,bayesian_td4
inflation,28,-0.0181,-0.0053,0.0075,bayesian_td4
inflation,29,-0.0177,-0.0052,0.0072,bayesian_td4
inflation,30,-0.0174,-0.0054,0.0065,bayesian_td4
inflation,31,-0.0176,-0.0055,0.0058,bayesian_td4
inflation,32,-0.0175,-0.0057,0.0055,bayesian_td4
inflation,33,-0.017,-0.0057,0.0052,bayesian_td4
inflation,34,-0.0166,-0.0059,0.0049,bayesian_td4
inflation,35,-0.0163,-0.0058,0.0043,bayesian_td4
inflation,36,-0.0162,-0.0059,0.0037,bayesian_td4
inflation,37,-0.016,-0.0061,0.0032,bayesian_td4
inflation,38,-0.0159,-0.006,0.003,bayesian_td4
inflation,39,-0.0156,-0.0059,0.0025,bayesian_td4
inflation,40,-0.0156,-0.0061,0.0022,bayesian_td4
productivity,1,-0.4064,-0.3599,-0.3106,bayesian_td4
productivity,2,-0.2808,-0.2306,-0.1767,bayesian_td4
productivity,3,-0.1984,-0.1388,-0.0839,bayesian_td4
productivity,4,-0.135,-0.07,-0.0105,bayesian_td4
productivity,5,-0.0862,-0.0153,0.0505,bayesian_td4
productivity,6,-0.0536,0.0238,0.0978,bayesian_td4
productivity,7,-0.0324,0.0524,0.1347,bayesian_td4
productivity,8,-0.0194,0.0725,0.159,bayesian_td4
productivity,9,-0.0141,0.0812,0.173,bayesian_td4
productivity,10,-0.0192,0.0819,0.1807,bayesian_td4
productivity,11,-0.0282,0.0788,0.1803,bayesian_td4
productivity,12,-0.046,0.0653,0.18,bayesian_td4
productivity,13,-0.066,0.0519,0.1688,bayesian_td4
productivity,14,-0.0831,0.0346,0.155,bayesian_td4
productivity,15,-0.1041,0.0141,0.1417,bayesian_td4
productivity,16,-0.1273,-0.0075,0.126,bayesian_td4
productivity,17,-0.1486,-0.0255,0.107,bayesian_td4
productivity,18,-0.1728,-0.0469,0.0916,bayesian_td4
productivity,19,-0.1945,-0.066,0.0754,bayesian_td4
productivity,20,-0.2141,-0.0836,0.0594,bayesian_td4
productivity,21,-0.2311,-0.0995,0.0452,bayesian_td4
productivity,22,-0.2473,-0.1134,0.0337,bayesian_td4
productivity,23,-0.2628,-0.1245,0.0218,bayesian_td4
productivity,24,-0.2739,-0.135,0.0103,bayesian_td4
productivity,25,-0.2821,-0.1449,5e-04,bayesian_td4
productivity,26,-0.2872,-0.1511,-0.0064,bayesian_td4
productivity,27,-0.2918,-0.1532,-0.0109,bayesian_td4
productivity,28,-0.2982,-0.1561,-0.0161,bayesian_td4
productivity,29,-0.3008,-0.1574,-0.0188,bayesian_td4
productivity,30,-0.3032,-0.1567,-0.0162,bayesian_td4
productivity,31,-0.3047,-0.1562,-0.0152,bayesian_td4
productivity,32,-0.3001,-0.1542,-0.016,bayesian_td4
productivity,33,-0.2979,-0.1529,-0.0175,bayesian_td4
productivity,34,-0.2973,-0.1519,-0.0155,bayesian_td4
productivity,35,-0.2958,-0.1497,-0.0145,bayesian_td4
productivity,36,-0.2924,-0.1477,-0.013,bayesian_td4
productivity,37,-0.2872,-0.143,-0.0112,bayesian_td4
productivity,38,-0.2833,-0.1412,-0.0076,bayesian_td4
productivity,39,-0.2821,-0.1375,-0.0044,bayesian_td4
productivity,40,-0.2767,-0.1354,5e-04,bayesian_td4
TFP,1,-0.0043,0.053,0.113,bayesian_td4
TFP,2,0.0051,0.0615,0.1156,bayesian_td4
TFP,3,-0.019,0.0384,0.0961,bayesian_td4
TFP,4,-0.0488,0.0143,0.0763,bayesian_td4
TFP,5,-0.0786,-0.0112,0.0596,bayesian_td4
TFP,6,-0.1088,-0.0359,0.0434,bayesian_td4
TFP,7,-0.1342,-0.0598,0.0295,bayesian_td4
TFP,8,-0.1605,-0.0795,0.0138,bayesian_td4
TFP,9,-0.181,-0.0974,-8e-04,bayesian_td4
TFP,10,-0.2027,-0.1126,-0.0098,bayesian_td4
TFP,11,-0.222,-0.1255,-0.0233,bayesian_td4
TFP,12,-0.2381,-0.136,-0.0293,bayesian_td4
TFP,13,-0.2489,-0.1446,-0.0352,bayesian_td4
TFP,14,-0.2584,-0.1512,-0.039,bayesian_td4
TFP,15,-0.2659,-0.156,-0.0432,bayesian_td4
TFP,16,-0.2716,-0.16,-0.045,bayesian_td4
TFP,17,-0.2733,-0.1613,-0.0455,bayesian_td4
TFP,18,-0.2772,-0.1609,-0.0443,bayesian_td4
TFP,19,-0.2766,-0.1592,-0.0446,bayesian_td4
TFP,20,-0.2764,-0.1582,-0.0427,bayesian_td4
TFP,21,-0.2737,-0.1571,-0.0391,bayesian_td4
TFP,22,-0.2697,-0.1556,-0.0368,bayesian_td4
TFP,23,-0.2664,-0.151,-0.0364,bayesian_td4
TFP,24,-0.2626,-0.1472,-0.0354,bayesian_td4
TFP,25,-0.2582,-0.1424,-0.0339,bayesian_td4
TFP,26,-0.2539,-0.1371,-0.0307,bayesian_td4
TFP,27,-0.2494,-0.132,-0.0296,bayesian_td4
TFP,28,-0.2464,-0.1287,-0.0272,bayesian_td4
TFP,29,-0.2421,-0.1232,-0.0253,bayesian_td4
TFP,30,-0.2377,-0.12,-0.0243,bayesian_td4
TFP,31,-0.2343,-0.1161,-0.0208,bayesian_td4
TFP,32,-0.2304,-0.1132,-0.0209,bayesian_td4
TFP,33,-0.2262,-0.1112,-0.0192,bayesian_td4
TFP,34,-0.2255,-0.1085,-0.0168,bayesian_td4
TFP,35,-0.2223,-0.1064,-0.0152,bayesian_td4
TFP,36,-0.2165,-0.1048,-0.0129,bayesian_td4
TFP,37,-0.2129,-0.1032,-0.0126,bayesian_td4
TFP,38,-0.2093,-0.1015,-0.0126,bayesian_td4
TFP,39,-0.2066,-0.0991,-0.0115,bayesian_td4
TFP,40,-0.2039,-0.0976,-0.0097,bayesian_td4
output,1,-0.6449,-0.559,-0.4251,bayesian_td632
output,2,-0.6967,-0.6164,-0.4855,bayesian_td632
output,3,-0.7372,-0.6482,-0.5389,bayesian_td632
output,4,-0.7658,-0.664,-0.5581,bayesian_td632
output,5,-0.7799,-0.6708,-0.5617,bayesian_td632
output,6,-0.7902,-0.6617,-0.5503,bayesian_td632
output,7,-0.7996,-0.6499,-0.5213,bayesian_td632
output,8,-0.7949,-0.6354,-0.4889,bayesian_td632
output,9,-0.7817,-0.6127,-0.4484,bayesian_td632
output,10,-0.7707,-0.5842,-0.4068,bayesian_td632
output,11,-0.7498,-0.5548,-0.3655,bayesian_td632
output,12,-0.7258,-0.5259,-0.3237,bayesian_td632
output,13,-0.7067,-0.4944,-0.284,bayesian_td632
output,14,-0.6866,-0.4655,-0.2491,bayesian_td632
output,15,-0.6617,-0.4346,-0.2137,bayesian_td632
output,16,-0.6464,-0.41,-0.1816,bayesian_td632
output,17,-0.6287,-0.3857,-0.1573,bayesian_td632
output,18,-0.6136,-0.3642,-0.1343,bayesian_td632
output,19,-0.5965,-0.3467,-0.1172,bayesian_td632
output,20,-0.5795,-0.3304,-0.0999,bayesian_td632
output,21,-0.5663,-0.3188,-0.0879,bayesian_td632
output,22,-0.5559,-0.3078,-0.0832,bayesian_td632
output,23,-0.5466,-0.2989,-0.0783,bayesian_td632
output,24,-0.5421,-0.2879,-0.0713,bayesian_td632
output,25,-0.5335,-0.2854,-0.0727,bayesian_td632
output,26,-0.5277,-0.2841,-0.0673,bayesian_td632
output,27,-0.5242,-0.2819,-0.0741,bayesian_td632
output,28,-0.5253,-0.2788,-0.0754,bayesian_td632
output,29,-0.5235,-0.2831,-0.0795,bayesian_td632
output,30,-0.5267,-0.281,-0.0805,bayesian_td632
output,31,-0.531,-0.2818,-0.0874,bayesian_td632
output,32,-0.5341,-0.2836,-0.0931,bayesian_td632
output,33,-0.5376,-0.286,-0.0978,bayesian_td632
output,34,-0.539,-0.2891,-0.103,bayesian_td632
output,35,-0.5408,-0.2927,-0.1062,bayesian_td632
output,36,-0.5442,-0.2975,-0.1086,bayesian_td632
output,37,-0.5471,-0.3016,-0.1122,bayesian_td632
output,38,-0.5525,-0.3034,-0.1153,bayesian_td632
output,39,-0.554,-0.3066,-0.1181,bayesian_td632
output,40,-0.5548,-0.306,-0.1193,bayesian_td632
investment,1,-2.3576,-2.0536,-1.5258,bayesian_td632
investment,2,-2.5011,-2.1788,-1.6821,bayesian_td632
investment,3,-2.5253,-2.1999,-1.7876,bayesian_td632
investment,4,-2.4993,-2.1532,-1.7691,bayesian_td632
investment,5,-2.4476,-2.0711,-1.7057,bayesian_td632
investment,6,-2.3724,-1.9619,-1.5559,bayesian_td632
investment,7,-2.2911,-1.8271,-1.3804,bayesian_td632
investment,8,-2.181,-1.6703,-1.1707,bayesian_td632
investment,9,-2.0624,-1.5132,-0.9787,bayesian_td632
investment,10,-1.9483,-1.3388,-0.7782,bayesian_td632
investment,11,-1.8265,-1.1809,-0.6008,bayesian_td632
investment,12,-1.694,-1.0267,-0.4302,bayesian_td632
investment,13,-1.5452,-0.8822,-0.2605,bayesian_td632
investment,14,-1.3951,-0.7368,-0.1248,bayesian_td632
investment,15,-1.2856,-0.6101,-0.0095,bayesian_td632
investment,16,-1.1844,-0.4926,0.0965,bayesian_td632
investment,17,-1.0838,-0.401,0.1648,bayesian_td632
investment,18,-1.0091,-0.3242,0.2474,bayesian_td632
investment,19,-0.9264,-0.2583,0.3078,bayesian_td632
investment,20,-0.8486,-0.2092,0.3448,bayesian_td632
investment,21,-0.7892,-0.164,0.3605,bayesian_td632
investment,22,-0.7264,-0.1323,0.3608,bayesian_td632
investment,23,-0.7018,-0.129,0.3611,bayesian_td632
investment,24,-0.6718,-0.1243,0.3555,bayesian_td632
investment,25,-0.6426,-0.1206,0.3464,bayesian_td632
investment,26,-0.631,-0.1287,0.329,bayesian_td632
investment,27,-0.6073,-0.1457,0.2851,bayesian_td632
investment,28,-0.613,-0.1633,0.2498,bayesian_td632
investment,29,-0.6218,-0.1872,0.2223,bayesian_td632
investment,30,-0.6257,-0.2068,0.1891,bayesian_td632
investment,31,-0.6343,-0.2308,0.1712,bayesian_td632
investment,32,-0.6469,-0.2452,0.1505,bayesian_td632
investment,33,-0.6571,-0.2655,0.1223,bayesian_td632
investment,34,-0.6681,-0.2833,0.0884,bayesian_td632
investment,35,-0.6877,-0.3,0.0661,bayesian_td632
investment,36,-0.7028,-0.316,0.0493,bayesian_td632
investment,37,-0.7214,-0.3283,0.0305,bayesian_td632
investment,38,-0.7346,-0.3373,0.007,bayesian_td632
investment,39,-0.7366,-0.3491,-0.0102,bayesian_td632
investment,40,-0.7498,-0.3627,-0.0208,bayesian_td632
consumption,1,-0.1247,-0.0717,-0.0201,bayesian_td632
consumption,2,-0.2072,-0.1559,-0.0953,bayesian_td632
consumption,3,-0.2612,-0.2107,-0.1523,bayesian_td632
consumption,4,-0.3111,-0.2536,-0.1935,bayesian_td632
consumption,5,-0.3559,-0.2839,-0.2177,bayesian_td632
consumption,6,-0.3902,-0.307,-0.2369,bayesian_td632
consumption,7,-0.4153,-0.325,-0.2401,bayesian_td632
consumption,8,-0.4395,-0.3353,-0.236,bayesian_td632
consumption,9,-0.4534,-0.3405,-0.2275,bayesian_td632
consumption,10,-0.4689,-0.3408,-0.2158,bayesian_td632
consumption,11,-0.4756,-0.3368,-0.1982,bayesian_td632
consumption,12,-0.4808,-0.3334,-0.1812,bayesian_td632
consumption,13,-0.4862,-0.3286,-0.1637,bayesian_td632
consumption,14,-0.4856,-0.3197,-0.149,bayesian_td632
consumption,15,-0.4886,-0.3121,-0.1342,bayesian_td632
consumption,16,-0.4843,-0.3053,-0.1188,bayesian_td632
consumption,17,-0.4818,-0.294,-0.1042,bayesian_td632
consumption,18,-0.4797,-0.2845,-0.0894,bayesian_td632
consumption,19,-0.4729,-0.2777,-0.0755,bayesian_td632
consumption,20,-0.4723,-0.272,-0.0649,bayesian_td632
consumption,21,-0.4695,-0.2656,-0.0566,bayesian_td632
consumption,22,-0.4643,-0.2634,-0.0528,bayesian_td632
consumption,23,-0.4596,-0.2596,-0.0506,bayesian_td632
consumption,24,-0.4607,-0.2553,-0.0435,bayesian_td632
consumption,25,-0.4623,-0.2544,-0.0456,bayesian_td632
consumption,26,-0.4634,-0.2531,-0.0469,bayesian_td632
consumption,27,-0.4655,-0.2548,-0.0502,bayesian_td632
consumption,28,-0.4679,-0.2557,-0.0526,bayesian_td632
